Fwy Name	District	County	City	Abs PM	Length	station_id	Name	Type	Sensor Type	HOV	Road Width	Lane Width	Inner Shoulder Width	Outer Shoulder Width	Design Speed Limit	Inner Median Type	Inner Median Width	Terrain	Population	Barrier	Surface	Roadway Use	Lat	Lng	Direction	Fwy
SR1-N	5	Santa Cruz	Santa Cruz	367.668	0.352	500014121	EAST OF EMELINE DR AT HWY 1 NB V	Mainline	radars	No	24 ft	12.0 ft	6 ft	8 ft	65 mph	Unpaved	22 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.988674	-122.012474	N	1
SR1-N	5	Santa Cruz	Santa Cruz	368.059		500014131	BEGIN HWY 17 NB AND HWY 1 NB SEP	Off Ramp		No	24 ft	12.0 ft	2 ft	8 ft	65 mph	Unpaved	22 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.989419	-122.019961	N	1
SR1-N	5	Santa Cruz	Santa Cruz	368.06	2.696	500014132	BEGIN HWY 17 NB AND HWY 1 NB SEP	Mainline	radars	No	24 ft	12.0 ft	2 ft	8 ft	65 mph	Unpaved	22 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.989422	-122.019984	N	1
SR1-N	4	Santa Cruz	Santa Cruz	368.551	5.0	405573	700' N of 001 NB Overcrossing	Mainline	loops	No	24 ft	12.0 ft	2 ft	8 ft	50 mph	Separate Grades	22 ft	Rolling	Urbanized	Bridge barrier Railing	"Base & Surface >= 7"" Thick"		36.98669	-122.024383	N	1
SR1-N	4	San Francisco	San Francisco	443.388	3.312	416144	500' N of Lake St	Mainline	radars	No	24 ft	12.0 ft	1 ft	0 ft	50 mph	Paved - No Roadway Use	4 ft	Rolling	Urbanized	Concrete Barrier w/Glare Screen	Bridge Deck	No Special Features	37.791909	-122.469662	N	1
SR1-S	12	Orange		12.791	2.79	1221169	CRYSTAL HEIGHTS	Mainline		No	22 ft	11.0 ft	0 ft	8 ft	50 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.568992	-117.833412	S	1
SR1-S	12	Orange		13.371	1.825	1221162	1 SB LOS TRANCOS	Mainline		No	22 ft	11.0 ft	0 ft	8 ft	50 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.575503	-117.839807	S	1
SR1-S	12	Orange	Newport Beach	16.441	1.825	1221149	1 SB AVOCADO AVE	Mainline		No	24 ft	12.0 ft	0 ft	8 ft	50 mph	Paved - Roadway Use	14 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.605675	-117.876053	S	1
SR1-S	12	Orange	Newport Beach	17.021	0.595	1221144	1 NB IRVINE TERRACE	Mainline		No	24 ft	12.0 ft	0 ft	8 ft	50 mph	Paved - Roadway Use	14 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.610881	-117.883631	S	1
SR1-S	12	Orange	Newport Beach	17.631	0.53	1221277	1 SB PROMONTORY PT	Mainline		No	24 ft	12.0 ft	0 ft	8 ft	50 mph	Paved - Roadway Use	14 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.613228	-117.893843	S	1
SR1-S	12	Orange	Newport Beach	18.081	0.61	1221137	1 NB BAYSIDE DRIVE	Mainline		No	24 ft	12.0 ft	0 ft	6 ft	50 mph	Paved - No Roadway Use	4 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	33.616208	-117.900679	S	1
SR1-S	12	Orange	Newport Beach	18.851	0.725	1221132	1 SB BALBOA BAY	Mainline		No	27 ft	13.5 ft	0 ft	12 ft	50 mph	Paved - Roadway Use	8 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		33.61612	-117.913849	S	1
SR1-S	12	Orange	Newport Beach	19.531	0.6	1221127	1 SB RIVERSIDE DR	Mainline		No	24 ft	12.0 ft	0 ft	20 ft	50 mph	Paved - No Roadway Use	18 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		33.620357	-117.924432	S	1
SR1-S	12	Orange	Newport Beach	20.051	2.76	1221123	1 SB N of 55	Mainline		No	36 ft	12.0 ft	0 ft	8 ft	50 mph	Paved - No Roadway Use	2 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		33.621545	-117.933258	S	1
SR1-S	5	Monterey		322.8	2.714	500010012	CARMEL RIV BRIDGE HWY 1 NB VDS M	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	50 mph	Striped	0 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.53586	-121.91287	S	1
SR1-S	5	Monterey		323.227	0.698	500010022	CARMEL VALLEY RD HWY 1 NB VDS ML	Mainline		No	12 ft	12.0 ft	2 ft	8 ft	45 mph	Paved - No Roadway Use	2 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.541106	-121.90882	S	1
SR1-S	5	Monterey		324.196	0.831	500010032	OCEAN AVE HWY 1 NB VDS MLSB SB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	45 mph	Striped	0 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.55466	-121.910928	S	1
SR1-S	5	Monterey		324.889	0.62	500010042	CARPENTER RD HWY 1 NB VDS MLSB S	Mainline		No	20 ft	10.0 ft	0 ft	4 ft	45 mph	Striped	0 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.564468	-121.911943	S	1
SR1-S	5	Monterey		325.438	0.567	500010052	HWY 68 WEST AT HWY 1 NB VDS MLSB	Mainline		No	24 ft	12.0 ft	2 ft	8 ft	45 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Lane Transitions	36.572437	-121.913036	S	1
SR1-S	5	Monterey		325.439		500010053	HWY 68 WEST AT HWY 1 NB VDS ONSB	On Ramp		No	24 ft	12.0 ft	2 ft	8 ft	45 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Lane Transitions	36.572452	-121.913037	S	1
SR1-S	5	Monterey	Monterey	326.024	0.62	500010063	MUNRAS RD HWY 1 NB VDS MLSB SB	Mainline		No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Passing or Truck Climbing Lane	36.578805	-121.906571	S	1
SR1-S	5	Monterey	Monterey	326.025		500010064	MUNRAS RD HWY 1 NB VDS ONSB SB	On Ramp		No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	Passing or Truck Climbing Lane	36.578814	-121.906557	S	1
SR1-S	5	Monterey	Monterey	326.678		500010071	MUNRAS RD HWY 1 SB VDS ONSB SB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Separate Structure	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.582629	-121.895968	S	1
SR1-S	5	Monterey	Monterey	326.679	0.695	500010072	MUNRAS RD HWY 1 SB VDS MLSB SB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Separate Structure	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.582631	-121.895951	S	1
SR1-S	5	Monterey	Monterey	327.415	0.711	500010082	SOUTH OF AQUAJITO RD HWY 1 NB VD	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.585861	-121.883779	S	1
SR1-S	5	Monterey	Monterey	328.1		500010091	SLOAT AVE HWY 1 SB VDS OFSB SB	Off Ramp		No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Lane Transitions	36.593413	-121.876694	S	1
SR1-S	5	Monterey	Monterey	328.101	0.539	500010092	SLOAT AVE HWY 1 SB VDS MLSB SB	Mainline	radars	No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	36 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	Lane Transitions	36.593416	-121.876677	S	1
SR1-S	5	Monterey	Monterey	328.493	0.339	500010102	SOUTH OF HWY 68 EAST AT HWY 1 NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	22 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.594697	-121.869852	S	1
SR1-S	5	Monterey	Monterey	328.78	0.26	500010111	NORTH OF HWY 68 EAST AT HWY 1 SB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	36.597342	-121.866056	S	1
SR1-S	5	Monterey	Monterey	329.015	0.353	500010121	CASA VERDE WAY HWY 1 SB VDS MLSB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete		36.600103	-121.86363	S	1
SR1-S	5	Monterey	Seaside	329.487		500010131	NORTH OF DEL MONTE AVE HWY 1 SB	Off Ramp		No	24 ft	12.0 ft	3 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		36.606398	-121.86105	S	1
SR1-S	5	Monterey	Seaside	329.488	0.497	500010132	NORTH OF DEL MONTE AVE HWY 1 SB	Mainline	radars	No	24 ft	12.0 ft	3 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"		36.606412	-121.861049	S	1
SR1-S	5	Monterey	Sand City	330.01	0.72	500010143	CANYON DEL REY BLVD AT HWY 1 NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete		36.612005	-121.855285	S	1
SR1-S	5	Monterey	Sand City	330.011		500010144	CANYON DEL REY BLVD AT HWY 1 NB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete		36.612016	-121.855272	S	1
SR1-S	5	Monterey	Seaside	330.929	0.748	500010153	SOUTH OF FREMONT BLVD AT HWY 1 N	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Separate Structure	46 ft	Rolling	Urbanized	No Barriers	Concrete		36.622494	-121.845397	S	1
SR1-S	5	Monterey		331.508	0.559	500011011	NORTH OF FREMONT HWY 1 SB VDS ML	Mainline		No	36 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	Concrete	No Special Features	36.628201	-121.838291	S	1
SR1-S	5	Monterey		332.047	0.87	500011022	MIDPOINT HWY 1 NB VDS MLSB SB	Mainline	radars	No	ft	ft	ft	ft	70 mph	Separate Grades	99 ft	Rolling	Urbanized	No Barriers			36.63447	-121.832614	S	1
SR1-S	5	Monterey		333.249	1.37	500011033	LIGHTFIGHTER DR HWY 1 NB VDS MLS	Mainline	radars	No	ft	ft	ft	ft	70 mph	Separate Grades	99 ft	Rolling	Urbanized	Three Beam Barrier			36.645941	-121.817102	S	1
SR1-S	5	Monterey		333.25		500011034	LIGHTFIGHTER DR HWY 1 NB VDS OFS	Off Ramp		No	ft	ft	ft	ft	70 mph	Separate Grades	99 ft	Rolling	Urbanized	Three Beam Barrier			36.64595	-121.817089	S	1
SR1-S	5	Monterey		334.786	1.106	500011043	IMJIN PARKWAY HWY 1 NB VDS MLSB	Mainline	radars	No	36 ft	12.0 ft	6 ft	11 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	36.6672	-121.814481	S	1
SR1-S	5	Monterey		334.787		500011044	IMJIN PARKWAY HWY 1 NB VDS OFSB	Off Ramp		No	36 ft	12.0 ft	6 ft	11 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	Three Beam Barrier	Concrete	No Special Features	36.667213	-121.814473	S	1
SR1-S	5	Monterey	Marina	335.461	1.189	500011053	DEL MONTE BLVD SOUTH HWY 1 NB VD	Mainline	radars	No	36 ft	12.0 ft	6 ft	13 ft	70 mph	Unpaved	65 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.67579	-121.808715	S	1
SR1-S	5	Monterey	Marina	335.462		500011054	DEL MONTE BLVD SOUTH HWY 1 NB VD	On Ramp		No	36 ft	12.0 ft	6 ft	13 ft	70 mph	Unpaved	65 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.675803	-121.808707	S	1
SR1-S	5	Monterey		337.164		500011061	RESERVATION RD HWY 1 SB VDS OFSB	Off Ramp		No	24 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	94 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.699651	-121.803406	S	1
SR1-S	5	Monterey		337.165	1.793	500011062	RESERVATION RD HWY 1 SB VDS MLSB	Mainline	radars	No	24 ft	12.0 ft	5 ft	13 ft	70 mph	Unpaved	94 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.699664	-121.803399	S	1
SR1-S	5	Monterey		339.047	1.834	500011073	DEL MONTE BLVD NORTH HWY 1 NB VD	Mainline	radars	No	24 ft	12.0 ft	10 ft	13 ft	70 mph	Unpaved	94 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.724645	-121.790202	S	1
SR1-S	5	Monterey		340.832	0.892	500011083	NASHUA RD HWY 1 NB VDS MLSB	Mainline		No	24 ft	12.0 ft	6 ft	13 ft	70 mph	Separate Structure	94 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.74546	-121.771718	S	1
SR1-S	5	Monterey		340.833	0.255	500011084	NASHUA RD VDS MLSB3	Mainline		No	24 ft	12.0 ft	6 ft	13 ft	70 mph	Separate Structure	94 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.745472	-121.771709	S	1
SR1-S	5	Monterey		341.342		500011101	HWY 156 AT HWY 1 SB VDS ONSB SB	On Ramp		No	24 ft	12.0 ft	6 ft	13 ft	70 mph	Unpaved	94 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.751712	-121.767239	S	1
SR1-S	5	Monterey		341.343	0.89	500011102	HWY 156 AT HWY 1 SB VDS MLSB SB	Mainline	radars	No	24 ft	12.0 ft	6 ft	13 ft	70 mph	Unpaved	94 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.751725	-121.76723	S	1
SR1-S	5	Monterey		342.614	1.053	500011113	HWY 183 AT HWY 1 NB VDS MLSB SB	Mainline	radars	No	12 ft	12.0 ft	0 ft	8 ft	70 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.770227	-121.765321	S	1
SR1-S	5	Monterey		343.45	0.812	500011123	MOLERA RD HWY 1 NB VDS MLSB SB	Mainline	radars	No	12 ft	12.0 ft	0 ft	4 ft	70 mph	Striped	0 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"		36.780157	-121.77757	S	1
SR1-S	5	Monterey		344.239	0.71	500011133	POTRERO RD HWY 1 NB VDS MLSB SB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	70 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"		36.790632	-121.783446	S	1
SR1-S	5	Monterey		344.872	0.621	500011141	MOSS LANDING RD HWY 1 SB VDS MLS	Mainline	radars	No	12 ft	12.0 ft	0 ft	4 ft	70 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"		36.799869	-121.783294	S	1
SR1-S	5	Monterey		345.481	1.191	500011152	ELKHORN SLOUGH HWY 1 NB VDS MLSB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	70 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"		36.808674	-121.784243	S	1
SR1-S	5	Monterey		347.255	1.423	500011211	STRUVE RD HWY 1 SB VDS MLSB SB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.828909	-121.772128	S	1
SR1-S	5	Monterey		348.327	1.423	500011221	NORTH OF SPRINGFIELD RD HWY 1 SB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.844276	-121.771089	S	1
SR1-S	5	Monterey		350.1		500011231	SALINAS RD HWY 1 SB VDS ONSB SB	On Ramp		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.869765	-121.770071	S	1
SR1-S	5	Monterey		350.101	1.14	500011232	SALINAS RD HWY 1 SB VDS MLSB SB	Mainline		No	12 ft	12.0 ft	0 ft	4 ft	60 mph	Striped	0 ft	Flat	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.869779	-121.770072	S	1
SR1-S	5	Monterey		350.607	0.846	500011242	TRAFTON RD HWY 1 NB VDS MLSB SB	Mainline		No	38 ft	19.0 ft	0 ft	0 ft	70 mph	Separate Structure	46 ft	Flat	Rural	Bridge barrier Railing	Bridge Deck	No Special Features	36.876938	-121.77121	S	1
SR1-S	5	Santa Cruz	Watsonville	351.973	1.027	500013013	HWY 129 AT HWY 1 NB VDS MLSB SB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	33 ft	Flat	Rural	Guardrail in Median Both Roadway	"Base & Surface >= 7"" Thick"	No Special Features	36.896496	-121.775542	S	1
SR1-S	5	Santa Cruz	Watsonville	351.974		500013014	HWY 129 AT HWY 1 NB VDS ONSB SB	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	33 ft	Flat	Rural	Guardrail in Median Both Roadway	"Base & Surface >= 7"" Thick"	No Special Features	36.896509	-121.77555	S	1
SR1-S	5	Santa Cruz		352.48		500013021	HWY 129 AT HWY 1 SB VDS OFSB SB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	Guardrail in Median Both Roadway	"Base & Surface >= 7"" Thick"	No Special Features	36.903011	-121.779713	S	1
SR1-S	5	Santa Cruz		352.481	0.773	500013022	HWY 129 AT HWY 1 SB VDS MLSB SB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	Guardrail in Median Both Roadway	"Base & Surface >= 7"" Thick"	No Special Features	36.903024	-121.779721	S	1
SR1-S	5	Santa Cruz		353.519	1.005	500013032	HARKINS SLOUGH RD HWY 1 NB VDS M	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.916366	-121.78828	S	1
SR1-S	5	Santa Cruz		353.52		500013033	HARKINS SLOUGH RD HWY 1 NB VDS O	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Flat	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.916379	-121.788288	S	1
SR1-S	5	Santa Cruz		354.49		500013041	HWY 152 AT HWY 1 SB VDS OFSB SB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.92632	-121.800206	S	1
SR1-S	5	Santa Cruz		354.491	1.048	500013042	HWY 152 AT HWY 1 SB VDS MLSB SB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	70 mph	Unpaved	46 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.926329	-121.800221	S	1
SR1-S	5	Santa Cruz		355.615	0.962	500013051	BUENA VISTA DR HWY 1 SB VDS MLSB	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	54 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.933533	-121.817904	S	1
SR1-S	5	Santa Cruz		356.415	1.107	500013061	MIDPOINT HWY 1 SB VDS MLSB SB	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	54 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.937393	-121.830893	S	1
SR1-S	5	Santa Cruz		357.829	1.143	500013072	MAR MONTE AVE AT HWY 1 NB VDS ML	Mainline		No	36 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	90 ft	Rolling	Rural	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.950001	-121.851752	S	1
SR1-S	5	Santa Cruz		358.702	0.642	500013082	MAR MONTE AVE AT HWY 1 NB VDS ML	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	80 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.959769	-121.861874	S	1
SR1-S	5	Santa Cruz		359.113	0.352	500013092	LARKIN VALLEY RD HWY 1 NB VDS ML	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.96436	-121.866653	S	1
SR1-S	5	Santa Cruz		359.408	0.441	500013102	FREEDOM BLVD HWY 1 NB VDS MLSB S	Mainline		No	24 ft	12.0 ft	5 ft	10 ft	70 mph	Unpaved	70 ft	Rolling	Urbanized	No Barriers	"Base & Surface >= 7"" Thick"	No Special Features	36.967672	-121.870057	S	1
SR1-S	5	Santa Cruz		359.997	0.451	500013111	FREEDOM BLVD AT HWY 1 SB VDS MLS	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.972399	-121.878729	S	1
SR1-S	5	Santa Cruz		360.312	0.426	500013123	RIO DEL MAR BLVD AT HWY 1 NB VDS	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.974214	-121.883973	S	1
SR1-S	5	Santa Cruz		360.313		500013124	RIO DEL MAR BLVD AT HWY 1 NB VDS	On Ramp		No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	36 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.97422	-121.88399	S	1
SR1-S	5	Santa Cruz		360.85	0.653	500013131	RIO DEL MAR BLVD AT HWY 1 SB VDS	Mainline	radars	No	23 ft	11.5 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.975165	-121.8935	S	1
SR1-S	5	Santa Cruz		361.617	0.61	500013142	STATE PARK DR AT HWY 1 NB VDS ML	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.976222	-121.907143	S	1
SR1-S	5	Santa Cruz		362.07	0.565	500013151	STATE PARK DR AT HWY 1 SB VDS ML	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.979813	-121.914036	S	1
SR1-S	5	Santa Cruz		362.747	0.553	500014012	PARK AVE NEXT EXIT SIGN HWY 1 NB	Mainline		No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.982938	-121.92552	S	1
SR1-S	5	Santa Cruz		363.178	0.443	500014022	PARK AVE AT HWY 1 NB VDS MLSB SB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.983854	-121.933254	S	1
SR1-S	5	Santa Cruz	Capitola	363.635	0.576	500014031	PARK AVE AT HWY 1 SB VDS MLSB SB	Mainline	radars	No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		36.983902	-121.941551	S	1
SR1-S	5	Santa Cruz	Capitola	364.331	0.471	500014042	BAY AVE / PORTER ST AT HWY 1 NB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	Concrete Barrier	"Base & Surface >= 7"" Thick"	No Special Features	36.98343	-121.954157	S	1
SR1-S	5	Santa Cruz	Capitola	364.576		500014051	BAY AVE / PORTER ST AT HWY 1 SB	Off Ramp		No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	Concrete Barrier	Bridge Deck	No Special Features	36.98302	-121.958493	S	1
SR1-S	5	Santa Cruz	Capitola	364.577	0.291	500014052	BAY AVE / PORTER ST AT HWY 1 SB	Mainline	radars	No	24 ft	12.0 ft	5 ft	8 ft	65 mph	Paved - No Roadway Use	12 ft	Rolling	Urbanized	Concrete Barrier	Bridge Deck	No Special Features	36.983018	-121.95851	S	1
SR1-S	5	Santa Cruz		364.911		500014061	41ST ST OC AT HWY 1 SB VDS ONSB	On Ramp		No	23 ft	11.5 ft	0 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.982686	-121.964243	S	1
SR1-S	5	Santa Cruz		364.912	0.324	500014062	41ST ST OC AT HWY 1 SB VDS MLSB	Mainline	radars	No	23 ft	11.5 ft	0 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.982687	-121.964261	S	1
SR1-S	5	Santa Cruz		365.226	0.398	500014071	41ST ST EXIT AT HWY 1 SB VDS MLS	Mainline	radars	No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		36.983036	-121.969917	S	1
SR1-S	5	Santa Cruz		365.708	0.536	500014082	SOQUEL DR NEXT EXIT SIGN HWY 1 N	Mainline	radars	No	24 ft	12.0 ft	4 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Three Beam Barrier	"Base & Surface >= 7"" Thick"		36.985023	-121.978295	S	1
SR1-S	5	Santa Cruz	Santa Cruz	366.298		500014094	SOQUEL AVE AT HWY 1 SB VDS OFSB	Off Ramp		No	23 ft	11.5 ft	4 ft	8 ft	65 mph	Unpaved	14 ft	Rolling	Urbanized	Metal Beam Barrier	"Base & Surface >= 7"" Thick"		36.987467	-121.988544	S	1
